지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
165,목포,2016-05-11,16.0,13.5,19.7,0.0,3.2,14.1,89.6,10.1
165,목포,2016-05-12,17.9,12.7,23.7,0.0,3.3,15.2,86.5,12.3
165,목포,2016-05-13,16.1,14.1,19.8,0.0,3.3,14.7,92.8,6.7
165,목포,2016-05-14,18.6,13.5,24.3,0.0,2.9,14.6,79.4,11.0
165,목포,2016-05-15,18.7,12.5,25.3,6.9,5.5,17.5,93.4,5.2
165,목포,2016-05-16,15.1,10.6,20.3,4.9,4.8,11.8,82.8,9.6
165,목포,2016-05-17,17.2,11.6,24.8,0.0,2.6,14.1,84.8,12.2
165,목포,2016-05-18,20.2,13.6,26.7,0.0,1.4,16.3,80.4,11.9
165,목포,2016-05-19,20.4,16.6,25.7,0.0,1.9,15.6,77.4,10.3
165,목포,2016-05-20,21.2,14.8,28.7,0.0,1.9,14.4,69.4,12.1
165,목포,2016-05-21,22.4,16.6,29.0,0.0,1.4,13.7,62.8,9.7
165,목포,2016-05-22,22.2,17.7,28.6,0.0,1.9,14.3,65.8,9.8
165,목포,2016-05-23,22.5,17.5,28.0,0.0,3.0,16.2,70.0,8.2
165,목포,2016-05-24,18.4,16.5,21.3,24.3,3.2,17.7,96.6,2.3
165,목포,2016-05-25,19.3,15.0,23.9,0.0,1.5,17.4,90.0,11.7
165,목포,2016-05-26,20.3,16.5,24.6,0.0,1.9,18.1,88.4,6.0
165,목포,2016-05-27,21.1,18.1,26.0,0.6,1.8,19.2,89.6,4.8
165,목포,2016-05-28,19.9,18.0,23.4,0.8,1.9,17.6,88.1,5.4
165,목포,2016-05-29,19.7,17.2,24.7,0.5,2.8,17.3,88.1,6.0
165,목포,2016-05-30,20.7,16.2,26.3,0.0,3.8,17.8,85.8,11.3
165,목포,2016-05-31,20.0,16.2,24.3,0.0,2.1,17.1,85.9,5.7
165,목포,2016-06-01,21.6,18.7,27.5,0.0,2.5,18.5,85.6,9.9
165,목포,2016-06-02,20.1,17.6,23.4,0.0,2.4,18.0,88.5,11.0
165,목포,2016-06-03,21.5,16.1,25.5,0.0,1.7,16.2,74.3,7.1
165,목포,2016-06-04,18.6,16.0,21.3,9.3,1.7,18.0,97.1,0.0
165,목포,2016-06-05,20.1,15.4,23.4,0.0,1.5,18.0,88.6,5.1
165,목포,2016-06-06,20.5,19.1,22.5,0.0,0.9,19.1,92.3,0.1
165,목포,2016-06-07,20.4,18.8,22.8,2.1,1.8,19.6,95.9,1.5
165,목포,2016-06-08,21.2,18.5,25.2,0.0,2.7,19.6,91.8,4.2
165,목포,2016-06-09,22.1,19.0,26.4,0.0,2.3,20.2,90.1,9.2
165,목포,2016-06-10,23.1,19.5,27.9,0.0,3.0,20.8,88.3,9.0
165,목포,2016-06-11,24.1,20.2,28.6,0.0,2.9,22.5,92.0,5.4
165,목포,2016-06-12,23.4,21.6,25.3,0.0,1.8,23.3,99.9,0.0
165,목포,2016-06-13,22.0,19.7,26.3,0.0,3.5,20.6,92.6,10.3
165,목포,2016-06-14,21.8,18.4,26.6,0.0,2.9,19.4,88.6,7.5
165,목포,2016-06-15,22.2,19.9,25.8,0.9,3.7,21.1,93.8,0.4
165,목포,2016-06-16,20.9,19.5,23.2,0.0,3.6,19.9,95.3,2.6
165,목포,2016-06-17,21.9,18.3,26.6,0.0,2.3,19.3,86.9,11.5
165,목포,2016-06-18,23.3,18.8,28.5,0.0,2.9,21.1,89.0,6.6
165,목포,2016-06-19,24.0,21.9,28.1,0.1,2.1,22.8,94.1,6.1
165,목포,2016-06-20,23.0,21.9,24.2,32.1,1.6,22.9,100.0,0.0
165,목포,2016-06-21,24.0,21.7,27.5,0.0,2.3,23.3,96.1,7.1
165,목포,2016-06-22,22.2,21.3,23.1,20.6,1.8,22.1,100.0,0.0
165,목포,2016-06-23,24.1,22.0,27.7,0.0,1.9,23.0,94.1,4.2
165,목포,2016-06-24,22.5,20.9,25.0,65.9,4.8,21.9,97.0,2.9
165,목포,2016-06-25,22.8,20.7,26.2,0.0,3.7,19.2,82.5,11.3
165,목포,2016-06-26,23.4,20.3,27.8,0.0,2.6,20.6,86.5,11.3
165,목포,2016-06-27,21.4,20.0,23.7,0.0,1.6,20.3,94.3,0.0
165,목포,2016-06-28,22.0,19.2,24.7,0.0,1.9,19.7,87.9,1.7
165,목포,2016-06-29,22.6,20.2,25.1,2.4,3.0,21.8,95.8,0.6
165,목포,2016-06-30,24.2,22.1,26.7,0.2,3.7,23.2,94.5,2.7
165,목포,2016-07-01,24.5,23.5,25.9,23.0,5.3,24.1,98.0,0.0
165,목포,2016-07-02,22.4,21.5,24.9,47.8,2.9,22.0,98.0,0.0
165,목포,2016-07-03,21.4,20.1,22.9,69.8,1.8,21.0,98.0,0.0
165,목포,2016-07-04,25.1,22.9,26.6,1.4,4.1,24.7,98.0,0.0
165,목포,2016-07-05,26.8,25.0,29.4,3.8,5.6,26.0,95.9,4.3
165,목포,2016-07-06,25.8,24.1,27.8,0.5,3.3,25.4,98.0,0.2
165,목포,2016-07-07,26.2,24.1,29.3,0.0,1.8,24.8,92.6,5.2
165,목포,2016-07-08,25.7,22.9,29.8,42.5,1.7,24.3,93.1,7.4
165,목포,2016-07-09,25.3,21.7,30.3,0.0,1.7,24.0,93.3,10.8
165,목포,2016-07-10,24.6,22.4,27.6,0.0,1.4,23.9,96.3,1.7
165,목포,2016-07-11,24.6,23.2,28.1,0.4,1.2,24.0,96.9,0.4
165,목포,2016-07-12,23.5,22.3,25.1,39.2,1.5,23.1,98.0,1.4
165,목포,2016-07-13,25.3,23.4,28.7,0.0,2.2,24.4,95.4,4.5
165,목포,2016-07-14,24.4,22.2,28.4,0.0,3.3,22.8,91.6,8.3
165,목포,2016-07-15,25.2,22.0,29.4,0.0,3.5,21.6,81.9,7.3
165,목포,2016-07-16,23.6,22.5,25.0,20.0,3.8,22.9,96.5,0.8
165,목포,2016-07-17,24.0,22.1,26.8,0.0,2.6,22.6,92.6,8.1
165,목포,2016-07-18,24.3,20.6,28.3,0.0,1.8,22.7,91.3,9.4
165,목포,2016-07-19,26.2,22.5,31.3,0.0,2.3,23.5,86.4,10.5
165,목포,2016-07-20,26.6,23.6,31.2,0.0,3.8,22.4,78.8,11.1
165,목포,2016-07-21,26.2,23.2,31.0,0.0,4.0,22.6,81.1,12.0
165,목포,2016-07-22,26.5,23.5,31.0,0.0,3.9,23.1,82.9,11.4
165,목포,2016-07-23,27.4,23.2,32.0,0.0,3.5,24.7,86.1,12.2
165,목포,2016-07-24,28.4,24.9,32.1,0.0,2.6,26.6,90.6,10.8
165,목포,2016-07-25,28.9,25.9,32.2,0.0,2.4,26.2,86.6,12.0
165,목포,2016-07-26,28.6,26.0,31.5,0.0,2.8,26.7,90.0,11.4
165,목포,2016-07-27,28.4,26.7,31.8,0.7,4.3,27.3,94.4,2.8
165,목포,2016-07-28,29.0,27.3,31.6,0.1,3.2,28.0,94.9,7.3
165,목포,2016-07-29,30.1,27.3,34.2,0.0,3.4,27.8,88.8,11.0
165,목포,2016-07-30,29.6,27.1,32.6,0.0,2.3,27.3,88.5,11.5
165,목포,2016-07-31,29.4,26.6,32.4,0.0,2.2,26.6,86.6,11.6
165,목포,2016-08-01,29.0,25.9,32.6,0.0,2.5,26.5,88.0,11.5
165,목포,2016-08-02,27.7,25.6,30.0,0.2,1.3,26.7,94.5,2.3
165,목포,2016-08-03,27.1,25.2,29.9,0.2,1.5,26.2,95.4,0.6
165,목포,2016-08-04,28.9,24.5,33.8,0.0,1.6,26.0,85.9,8.4
165,목포,2016-08-05,28.9,25.0,33.7,0.0,1.6,25.9,85.5,7.4
165,목포,2016-08-06,29.0,25.6,33.2,0.0,1.8,25.9,84.4,10.7
165,목포,2016-08-07,28.8,25.8,33.1,0.9,1.5,27.0,91.1,7.7
165,목포,2016-08-08,28.8,25.0,32.7,0.0,2.5,26.1,86.5,11.9
165,목포,2016-08-09,29.1,25.5,34.0,0.0,1.5,27.1,89.9,7.1
165,목포,2016-08-10,29.3,25.6,33.4,0.0,2.4,27.1,88.8,10.5
165,목포,2016-08-11,30.3,26.1,36.0,0.0,2.5,26.0,80.1,11.9
165,목포,2016-08-12,29.8,25.9,34.6,0.0,2.9,26.9,85.8,12.0
165,목포,2016-08-13,29.7,25.7,34.5,0.0,2.9,26.7,85.5,12.0
165,목포,2016-08-14,29.4,26.8,32.6,0.0,3.1,27.4,89.5,10.0
165,목포,2016-08-15,28.6,26.6,32.3,0.0,2.7,27.2,92.8,6.7
165,목포,2016-08-16,28.1,26.0,32.4,0.0,3.4,25.4,86.5,10.7
165,목포,2016-08-17,28.0,24.5,31.8,0.0,2.0,25.6,87.6,9.9
165,목포,2016-08-18,29.4,25.7,35.4,0.0,1.9,25.9,83.5,10.7
165,목포,2016-08-19,29.8,26.1,34.3,0.0,2.2,25.8,80.8,9.0
165,목포,2016-08-20,29.4,26.3,34.2,0.0,1.9,26.4,85.4,7.8
165,목포,2016-08-21,28.9,26.1,32.2,0.0,2.5,27.1,90.8,8.6
165,목포,2016-08-22,28.8,26.0,33.1,0.0,2.4,26.7,89.5,9.8
165,목포,2016-08-23,28.3,25.8,32.2,0.0,2.0,26.4,90.1,9.2
165,목포,2016-08-24,28.8,24.8,34.6,0.0,1.8,24.2,79.5,10.7
165,목포,2016-08-25,28.5,25.0,32.8,0.0,2.4,25.5,85.8,11.9
165,목포,2016-08-26,26.0,21.5,30.0,1.6,2.4,24.8,93.9,0.8
165,목포,2016-08-27,22.4,19.8,25.8,2.2,1.5,20.3,89.3,0.2
165,목포,2016-08-28,21.3,17.0,26.5,15.3,3.2,18.8,87.0,5.7
165,목포,2016-08-29,22.8,18.0,26.7,0.0,5.2,17.9,75.8,11.9
165,목포,2016-08-30,23.7,22.4,25.8,0.0,8.8,18.6,73.8,10.5
165,목포,2016-08-31,24.8,22.2,27.5,0.0,7.3,19.9,75.0,11.6
165,목포,2016-09-01,27.0,23.4,32.4,0.0,5.3,22.2,77.0,10.8
165,목포,2016-09-02,23.4,20.7,27.0,0.0,2.7,21.6,90.3,2.4
165,목포,2016-09-03,24.9,20.4,30.1,0.0,2.1,22.4,86.9,10.7
165,목포,2016-09-04,26.2,22.7,31.7,0.2,2.5,23.8,88.1,7.5
165,목포,2016-09-05,25.6,23.1,30.2,0.0,2.5,23.7,90.4,5.8
165,목포,2016-09-06,23.6,21.0,25.9,0.0,1.5,22.8,95.9,0.6
165,목포,2016-09-07,23.6,21.8,25.9,0.0,1.9,22.2,92.4,0.0
165,목포,2016-09-08,23.9,20.2,28.4,0.0,1.9,20.8,84.6,10.2
165,목포,2016-09-09,24.2,21.4,29.2,0.0,3.5,21.6,86.8,9.9
165,목포,2016-09-10,23.8,19.6,29.0,0.0,1.6,20.9,85.6,7.1
165,목포,2016-09-11,24.1,20.8,27.0,3.8,1.4,22.5,91.5,1.4
165,목포,2016-09-12,23.9,20.9,28.2,2.0,1.9,21.8,89.3,6.7
165,목포,2016-09-13,24.5,21.0,28.5,0.0,2.0,22.4,89.5,8.3
165,목포,2016-09-14,23.8,21.7,26.9,0.0,1.7,22.2,91.3,1.5
165,목포,2016-09-15,24.4,20.5,29.4,0.0,1.8,21.7,86.1,7.2
165,목포,2016-09-16,21.7,18.6,23.7,16.0,1.0,21.3,98.0,0.0
165,목포,2016-09-17,22.8,18.5,27.2,118.3,2.3,22.4,98.0,1.5
165,목포,2016-09-18,21.6,20.0,23.4,1.7,1.3,21.2,98.0,0.0
165,목포,2016-09-19,21.6,19.0,25.3,0.0,1.9,19.0,86.0,1.8
165,목포,2016-09-20,20.6,16.4,25.5,0.0,2.8,16.0,77.0,11.5
165,목포,2016-09-21,20.6,17.0,24.6,0.0,1.6,15.2,72.3,3.3
165,목포,2016-09-22,21.3,18.1,26.2,0.0,2.1,16.8,77.6,9.4
165,목포,2016-09-23,21.0,16.8,25.7,0.0,1.9,17.9,83.9,8.3
165,목포,2016-09-24,22.1,17.5,26.6,0.0,1.4,19.2,85.1,8.9
165,목포,2016-09-25,22.8,19.1,27.9,0.0,1.1,20.9,89.9,3.6
165,목포,2016-09-26,24.2,21.6,29.1,0.0,1.7,22.4,90.5,3.6
165,목포,2016-09-27,25.8,22.4,31.1,0.0,2.4,24.0,90.9,9.2
165,목포,2016-09-28,21.3,20.3,23.8,11.9,3.1,20.7,96.4,0.0
165,목포,2016-09-29,20.7,19.5,22.7,0.6,1.4,20.3,98.0,0.0
165,목포,2016-09-30,18.5,17.3,19.5,43.3,1.0,18.1,98.0,0.0
165,목포,2017-05-01,18.3,13.5,24.9,0.0,2.7,14.1,78.6,10.0
165,목포,2017-05-02,18.4,14.0,25.6,0.0,2.4,9.0,60.6,9.5
165,목포,2017-05-03,19.6,12.9,26.7,0.0,2.5,12.7,67.1,12.2
165,목포,2017-05-04,19.8,14.8,25.9,2.0,2.7,15.0,77.0,8.9
165,목포,2017-05-05,18.4,16.2,22.0,3.4,2.5,17.7,96.6,0.3
165,목포,2017-05-06,15.6,11.6,20.0,0.0,4.1,9.0,68.0,9.4
165,목포,2017-05-07,16.1,11.2,20.8,0.0,3.0,13.0,83.4,11.8
165,목포,2017-05-08,17.5,13.0,21.9,0.0,2.0,5.3,52.1,4.1
165,목포,2017-05-09,14.2,12.2,16.3,7.6,3.7,13.6,96.8,0.0
165,목포,2017-05-10,15.3,14.1,17.7,0.7,3.9,14.1,93.0,6.9
165,목포,2017-05-11,19.8,14.1,25.9,0.0,3.5,17.0,85.5,9.2
165,목포,2017-05-12,18.7,15.3,20.4,0.2,2.4,17.6,93.4,0.0
165,목포,2017-05-13,17.4,14.0,23.8,0.0,2.8,15.3,89.0,10.7
165,목포,2017-05-14,16.0,12.8,20.5,0.0,3.7,11.5,77.1,12.0
165,목포,2017-05-15,15.6,12.5,19.7,0.0,3.2,11.6,80.6,8.8
165,목포,2017-05-16,16.7,12.7,21.3,0.0,2.5,13.0,80.9,9.1
165,목포,2017-05-17,17.8,13.7,23.8,0.0,2.8,14.1,81.8,11.2
165,목포,2017-05-18,19.5,13.8,25.1,0.0,2.1,13.3,71.4,13.0
165,목포,2017-05-19,19.9,14.4,26.1,0.0,2.0,12.0,64.8,12.9
165,목포,2017-05-20,19.6,14.7,24.9,0.0,1.8,12.1,65.3,8.2
165,목포,2017-05-21,20.7,15.4,26.1,0.0,1.3,14.9,71.9,7.7
165,목포,2017-05-22,21.4,16.2,26.5,0.0,2.1,15.7,71.9,12.9
165,목포,2017-05-23,21.1,16.8,25.4,0.0,2.0,17.7,82.6,4.1
165,목포,2017-05-24,20.3,17.2,23.9,0.0,3.0,18.9,92.5,6.4
165,목포,2017-05-25,18.8,14.5,24.7,0.0,4.4,13.2,73.8,12.7
165,목포,2017-05-26,17.1,14.2,20.7,0.0,6.6,8.8,60.3,13.2
165,목포,2017-05-27,17.6,12.2,22.8,0.0,2.3,10.2,64.5,12.7
165,목포,2017-05-28,20.8,15.0,27.5,0.0,3.7,12.7,64.5,12.5
165,목포,2017-05-29,22.0,17.0,27.0,0.0,2.4,14.8,67.1,11.8
165,목포,2017-05-30,22.4,17.4,28.7,0.0,1.7,13.9,65.6,7.0
165,목포,2017-05-31,22.4,19.1,25.9,0.1,3.8,20.7,91.3,1.6
165,목포,2017-06-01,19.8,16.4,24.5,0.0,3.9,19.1,96.1,2.5
165,목포,2017-06-02,19.1,14.6,24.3,0.0,3.9,13.1,71.3,13.3
165,목포,2017-06-03,19.7,16.5,23.9,0.1,4.5,12.2,64.5,11.6
165,목포,2017-06-04,19.9,13.9,26.4,0.0,3.9,13.5,70.5,13.0
165,목포,2017-06-05,22.1,16.0,29.5,0.0,2.9,12.0,56.1,9.5
165,목포,2017-06-06,19.2,16.8,21.6,7.8,5.0,14.7,78.6,0.0
165,목포,2017-06-07,18.0,16.5,20.1,1.9,5.0,17.6,97.5,0.0
165,목포,2017-06-08,19.4,16.4,23.0,0.0,3.8,17.5,90.0,8.8
165,목포,2017-06-09,20.8,15.6,25.4,0.0,2.5,16.9,80.9,11.5
165,목포,2017-06-10,21.9,20.1,24.8,0.0,2.4,21.5,97.6,0.5
165,목포,2017-06-11,21.7,18.6,26.6,0.3,2.9,17.6,80.8,6.8
165,목포,2017-06-12,20.7,17.6,24.7,0.0,3.2,12.3,60.8,6.0
165,목포,2017-06-13,20.3,16.7,24.6,0.0,2.6,15.9,76.6,10.6
165,목포,2017-06-14,20.4,15.7,25.1,0.0,4.0,16.7,81.1,13.2
165,목포,2017-06-15,21.3,17.9,26.3,0.0,3.2,18.6,86.4,12.4
165,목포,2017-06-16,22.6,18.4,27.7,0.0,2.4,18.0,78.4,11.1
165,목포,2017-06-17,22.7,18.6,28.2,0.0,2.7,18.0,77.3,12.6
165,목포,2017-06-18,23.0,18.6,29.0,0.0,2.8,16.9,73.4,12.8
165,목포,2017-06-19,23.8,19.0,29.6,0.0,1.6,18.1,74.1,11.1
165,목포,2017-06-20,22.6,21.0,25.6,9.4,2.4,20.4,87.6,0.1
165,목포,2017-06-21,22.5,20.7,25.5,0.0,2.6,21.3,93.6,4.0
165,목포,2017-06-22,23.6,20.5,28.2,0.0,2.8,21.7,89.8,9.1
165,목포,2017-06-23,23.8,20.2,28.8,0.0,2.0,21.1,86.4,7.6
165,목포,2017-06-24,23.7,21.1,28.9,0.0,2.6,20.9,85.6,3.6
165,목포,2017-06-25,23.2,20.3,27.1,0.0,1.9,21.5,90.9,4.8
165,목포,2017-06-26,24.1,22.3,27.7,6.6,2.6,22.2,90.1,1.2
165,목포,2017-06-27,24.2,21.6,28.0,0.0,2.9,21.8,87.9,3.5
165,목포,2017-06-28,24.4,21.4,28.4,0.0,2.3,22.2,88.6,6.7
165,목포,2017-06-29,23.4,21.8,27.0,1.8,1.8,22.0,92.6,1.0
165,목포,2017-06-30,23.6,21.7,26.5,0.6,1.7,23.0,97.0,1.4
165,목포,2017-07-01,25.6,23.4,28.2,0.9,3.8,25.0,96.9,0.6
165,목포,2017-07-02,26.5,24.7,29.6,0.3,5.3,25.8,96.4,1.5
165,목포,2017-07-03,27.0,25.5,30.2,1.3,5.3,26.0,94.5,3.4
165,목포,2017-07-04,25.9,24.4,27.9,0.2,2.2,25.3,97.1,2.8
165,목포,2017-07-05,27.4,24.5,31.0,0.0,2.2,25.8,91.4,9.7
165,목포,2017-07-06,25.4,23.5,27.3,31.4,3.0,25.0,98.0,0.0
165,목포,2017-07-07,27.2,24.3,30.0,5.0,5.0,26.1,94.4,4.4
165,목포,2017-07-08,26.1,23.3,29.8,1.5,3.6,25.6,97.9,0.5
165,목포,2017-07-09,26.9,23.3,29.4,12.6,4.0,26.3,96.9,2.5
165,목포,2017-07-10,26.8,24.5,29.5,0.9,5.2,26.3,97.8,0.7
165,목포,2017-07-11,25.2,23.1,28.0,0.0,2.5,24.7,97.5,3.7
165,목포,2017-07-12,26.0,22.5,29.9,0.0,1.8,24.4,91.9,11.3
165,목포,2017-07-13,26.9,23.5,31.0,0.0,2.1,25.1,90.8,10.9
165,목포,2017-07-14,27.3,23.0,31.7,21.8,3.7,26.5,96.1,3.7
165,목포,2017-07-15,26.3,24.0,28.0,4.3,3.1,25.9,98.0,0.0
165,목포,2017-07-16,28.3,25.9,31.5,0.0,4.5,26.9,92.8,6.0
165,목포,2017-07-17,27.0,24.4,29.5,3.5,3.3,26.4,96.6,0.9
165,목포,2017-07-18,25.1,23.2,26.5,19.6,2.4,24.7,98.0,0.0
165,목포,2017-07-19,26.8,23.9,31.5,0.0,1.5,26.1,96.0,8.6
165,목포,2017-07-20,29.0,24.8,33.3,0.0,2.1,26.6,88.3,11.4
165,목포,2017-07-21,29.6,27.3,33.9,0.0,2.9,27.6,90.0,10.5
165,목포,2017-07-22,28.2,26.6,30.8,0.0,2.7,27.6,96.9,6.7
165,목포,2017-07-23,28.8,26.6,31.1,0.0,2.3,27.5,93.4,2.9
165,목포,2017-07-24,29.2,26.7,32.6,0.0,2.2,28.0,93.6,6.0
165,목포,2017-07-25,27.9,26.1,31.0,0.0,3.0,26.8,94.3,6.2
165,목포,2017-07-26,27.9,25.3,31.8,0.0,2.2,24.6,83.1,6.2
165,목포,2017-07-27,28.1,23.3,33.9,0.0,2.7,22.1,71.8,12.6
165,목포,2017-07-28,28.2,24.7,32.0,0.0,2.2,26.3,90.1,10.6
165,목포,2017-07-29,28.4,26.3,31.7,0.0,2.2,27.0,92.4,6.7
165,목포,2017-07-30,28.6,25.6,32.6,0.0,2.8,26.5,89.1,4.1
165,목포,2017-07-31,26.9,23.9,30.5,34.9,3.0,26.0,95.1,0.3
165,목포,2017-08-01,29.5,25.0,34.1,0.0,2.6,27.4,89.8,9.7
165,목포,2017-08-02,29.4,26.1,33.4,0.0,2.4,27.4,89.6,10.0
165,목포,2017-08-03,28.6,25.5,32.3,0.0,3.4,25.6,85.3,11.4
165,목포,2017-08-04,30.0,26.1,34.5,0.0,2.5,27.6,88.4,10.2
165,목포,2017-08-05,30.4,26.8,34.5,0.0,2.3,27.7,86.5,10.4
165,목포,2017-08-06,30.1,26.8,34.3,0.0,2.9,27.6,87.9,11.6
165,목포,2017-08-07,29.2,26.7,33.3,0.0,3.1,27.3,90.4,10.4
165,목포,2017-08-08,27.9,26.1,31.5,0.3,1.8,26.5,93.0,1.6
165,목포,2017-08-09,27.0,25.5,30.4,0.7,3.4,26.5,97.8,3.8
165,목포,2017-08-10,27.3,24.7,30.7,0.0,2.4,25.6,91.1,11.1
165,목포,2017-08-11,27.7,24.3,31.7,0.0,2.3,25.5,89.1,11.9
165,목포,2017-08-12,27.8,25.2,32.2,0.0,2.5,25.4,87.6,5.6
165,목포,2017-08-13,24.4,22.7,26.2,19.2,3.6,23.7,96.0,0.0
165,목포,2017-08-14,25.0,23.0,27.7,66.0,4.0,24.6,98.0,0.8
165,목포,2017-08-15,25.7,23.7,29.1,8.2,3.5,25.3,98.0,2.3
165,목포,2017-08-16,26.0,24.6,28.3,0.0,2.6,24.9,94.0,4.1
165,목포,2017-08-17,26.1,24.0,28.9,0.0,2.8,24.5,91.8,10.0
165,목포,2017-08-18,26.4,24.0,30.0,0.0,1.6,25.0,92.6,9.4
165,목포,2017-08-19,26.2,23.6,28.1,0.5,2.6,25.3,95.5,0.9
165,목포,2017-08-20,26.3,23.1,30.6,57.4,4.0,25.4,95.0,5.4
165,목포,2017-08-21,26.4,23.5,30.2,15.5,3.9,25.6,96.0,3.9
165,목포,2017-08-22,28.2,25.8,31.2,4.7,2.4,27.6,97.0,7.1
165,목포,2017-08-23,29.6,26.4,32.9,0.0,3.5,28.2,92.6,11.1
165,목포,2017-08-24,29.2,27.7,31.5,0.0,5.2,28.5,96.0,10.6
165,목포,2017-08-25,26.7,23.6,30.6,28.3,3.3,25.7,94.6,7.0
165,목포,2017-08-26,25.4,21.9,29.8,0.0,4.2,19.0,71.8,11.3
165,목포,2017-08-27,25.0,20.1,30.4,0.0,2.2,18.6,68.8,11.9
165,목포,2017-08-28,26.9,22.2,31.0,0.0,3.5,25.2,91.6,7.8
165,목포,2017-08-29,23.5,19.9,27.1,1.0,7.0,17.2,69.8,11.7
165,목포,2017-08-30,20.9,18.2,25.0,0.0,5.5,13.5,63.6,5.4
165,목포,2017-08-31,22.8,18.6,26.9,0.0,4.6,19.8,84.8,11.0
165,목포,2017-09-01,23.7,19.6,28.8,0.0,2.6,20.0,81.6,10.7
165,목포,2017-09-02,22.8,19.9,25.1,0.0,2.0,21.2,91.6,3.0
165,목포,2017-09-03,23.4,19.1,27.7,0.0,1.8,20.1,83.4,9.6
165,목포,2017-09-04,23.6,21.3,26.2,0.0,1.8,20.1,81.6,2.5
165,목포,2017-09-05,21.5,20.8,23.1,15.8,1.6,21.0,97.5,0.0
165,목포,2017-09-06,21.7,19.2,24.1,29.0,2.1,21.3,98.0,0.0
165,목포,2017-09-07,21.8,19.0,25.6,1.1,3.6,20.5,93.1,6.5
165,목포,2017-09-08,23.3,20.7,27.9,0.0,2.7,20.9,88.1,8.2
165,목포,2017-09-09,23.5,20.0,27.6,0.0,1.8,21.2,88.5,7.1
165,목포,2017-09-10,24.4,19.9,29.8,2.6,2.3,20.7,82.5,7.1
165,목포,2017-09-11,22.4,19.9,25.3,55.1,4.9,22.0,97.5,0.4
165,목포,2017-09-12,22.8,19.5,27.4,0.0,4.1,20.3,87.1,11.0
165,목포,2017-09-13,21.9,18.2,27.1,0.0,4.3,17.8,79.5,11.6
165,목포,2017-09-14,22.4,16.9,28.7,0.0,2.0,18.4,79.9,11.6
165,목포,2017-09-15,21.8,19.3,25.4,0.0,2.7,16.0,70.5,2.7
165,목포,2017-09-16,21.2,16.1,26.2,0.0,2.7,17.3,79.0,4.9
165,목포,2017-09-17,21.9,18.3,26.7,0.0,5.4,19.8,88.5,11.4
165,목포,2017-09-18,22.5,19.3,26.1,0.0,2.4,20.3,88.9,11.2
165,목포,2017-09-19,23.7,21.7,27.6,0.0,3.2,22.5,93.9,4.3
165,목포,2017-09-20,20.9,16.9,23.1,0.0,4.0,16.6,78.0,2.4
165,목포,2017-09-21,20.1,15.0,25.7,0.0,1.9,16.7,82.4,10.2
165,목포,2017-09-22,21.3,17.4,26.9,0.0,2.0,19.2,89.5,9.2
165,목포,2017-09-23,21.5,18.4,25.7,0.0,1.8,20.5,94.8,3.0
165,목포,2017-09-24,22.5,19.1,27.4,0.0,1.7,21.0,92.0,7.4
165,목포,2017-09-25,24.0,19.3,30.3,0.0,1.9,20.5,82.5,9.1
165,목포,2017-09-26,24.6,21.4,29.8,0.2,3.0,19.9,76.6,9.0
165,목포,2017-09-27,21.0,19.1,22.9,5.6,4.3,20.6,98.0,1.2
165,목포,2017-09-28,21.1,18.3,25.0,0.0,5.0,17.0,79.5,8.2
165,목포,2017-09-29,18.4,15.6,21.9,0.0,3.2,11.5,65.3,8.4
165,목포,2017-09-30,20.3,13.1,28.6,0.0,2.1,10.9,58.8,10.9
165,목포,2018-05-01,19.5,17.0,23.4,0.6,2.7,18.6,95.1,2.1
165,목포,2018-05-02,15.4,11.0,18.6,7.0,4.5,14.3,93.9,0.2
165,목포,2018-05-03,12.8,11.1,15.7,0.1,7.2,8.2,74.5,9.1
165,목포,2018-05-04,14.7,11.6,18.4,0.0,5.1,6.6,59.9,12.5
165,목포,2018-05-05,18.5,12.2,23.5,0.0,4.6,13.2,73.1,8.2
165,목포,2018-05-06,16.4,15.5,18.8,17.2,3.7,15.8,96.5,0.0
165,목포,2018-05-07,17.6,15.4,20.7,26.9,2.4,17.0,96.0,1.8
165,목포,2018-05-08,16.8,14.7,21.6,0.0,3.0,15.1,90.3,5.0
165,목포,2018-05-09,14.5,12.3,17.0,0.0,2.6,13.8,96.3,5.5
165,목포,2018-05-10,15.0,11.9,19.4,0.0,2.2,12.3,85.1,10.0
165,목포,2018-05-11,17.0,10.7,22.3,0.0,2.5,8.4,62.5,11.0
165,목포,2018-05-12,17.9,16.3,20.5,25.6,4.9,16.3,90.4,0.2
165,목포,2018-05-13,15.2,13.2,18.2,1.3,3.6,13.6,90.6,4.7
165,목포,2018-05-14,19.1,12.9,26.7,0.0,2.1,13.7,73.0,10.5
165,목포,2018-05-15,22.4,16.5,27.3,0.0,3.4,17.9,77.4,5.2
165,목포,2018-05-16,22.5,21.6,23.5,0.1,5.4,21.1,92.0,0.0
165,목포,2018-05-19,17.3,15.4,20.5,0.0,2.3,14.0,82.1,1.1
165,목포,2018-05-20,18.0,13.3,25.7,0.0,3.0,5.6,48.3,7.1
165,목포,2018-05-21,17.8,12.2,23.2,0.0,2.1,11.5,67.6,6.8
165,목포,2018-05-22,19.2,16.1,24.4,4.3,2.8,14.6,76.3,5.0
